Article Text,Category
"Աբ․Ափինյան - Մեր մտավորականությունը հարազատ ժողովրդի հետ է` Հայաստանում, Արցախում, Սփյուռքում: Ժողովրդի ցավը, մտահոգությունը, հույսն ու հավատը  հայ մտավորականի սրտի և հոգու մեջ փնտրեք` և այդ ժամանակ կգտնենք նաև շատ հարցերի պատասխաններ: Ցավոք, մինչ հիմա չգիտենք` ում մտավորական համարենք: Մտավորական է նա, ով իր ժողովրդի կողքին է նախ և առաջ գործով` թե չէ խոսել ամեն մարդ էլ կարող է: Երբ Արցախի համար ծանր այս օրերին` դեռ հուլիսի սկզբին,  «Հայրենիքի ձայն» թերթի գլխավոր խմբագիր, երիտասարդ բանաստեղծուհի Սուսաննա Ղազարյանը, Կանադայում մեր ներկայացուցիչ Վահէ Թղլեանը կազմակերպեցին այցելություն Աղավնո, Բերձոր և Ստեփանակերտ, երբ երիտասարդ մշակութային գործիչ Սարգիս Հայենցը կապ հաստատեց Հայ-ռուսական կազակական միավորման հետ` գործելու համար հանուն Արցախի, ես կրկին անգամ համոզվեցի, որ գործն է մտավորականի կոչումը: Մենք նպատակ էինք դրել ամեն գնով պաշտպանել Բերձորն ու Աղավնոն: Ցավոք, այդ ոգևորիչ այցելությունից շատ չանցած նշված բնակավայրեր մտավ ԱՀ կառավարության անդամը...  պահանջելով, որ հայկական գյուղերի բնակիչները լքեն իրենց տները: Մենք պետություն կդառնանք միայն այն ժամանակ, երբ մտավորականի ձայնն ու խոսքը լսելի կլինեն կառավարության և քաղաքական-կուսակցական  գործիչների կողմից:2․ Հայաստանն ու Արցախը մեր արժանապատվության վերջին տարածքներն են․ նրանց փրկության համար ի՞նչ ենք անում համահավաք իմաստով և ի՞նչ չենք անում։Աբ․Ափինյան - Մենք այսօր բոլոր հնարավորություններն ունենք Հայաստանը հզորացնելու` մեր բանակը, մեր մշակույթը, մեր տնտեսությունը: Դադարեցնել պարգևավճարները` Բանակը զինել է պետք: Սակայն ամենուր գործի գլուխ են կանգնել միջակությունները, անկարող մարդիկ: Նրանք կարող են միայն փչացնել ու կործանել, միակ «գործը», որ կարող անել` հող հանձնելն է` ինչն էլ անում են: Մեր քաղաքական դեմքերին ես ասում եմ` մի խոսեք, գործ արեք երկրի համար: Ժողովրդին էլ խորհուրդ եմ տալիս` մի լսեք խոսողներին. զավզակությունը մեր տունը քանդում է: Լրագրողներն էլ պետք է դադարեցնեն բայղուշությունը, այս սոսկալի մեդիատեռորը` ուղղված մեր ժողովրդի դեմ: Փաստ է, որ Հայաստանում ոչ մի քայլ չարվեց Բերձորն ու Աղավնոն փրկելու համար: Թեպետ հարգանքով եմ վերաբերվում մեր քաղաքական կուսակցություններին, բայց նրանք պետք է միավորվեն, գործեն միասին, ոչ թե անջատ-անջատ: Միշտ հիշեք` մենք բարեկամներ ունեք ողջ աշխարհում, բայց նրանց հետ պետք է աշխատել, նրանց պետք է Հայաստան հրավիրել: Օգոստոսի 29-ին մեր «Ուժեղ Հայաստան Ռուսաստանի հետ» շարժումը նշանավոր մտավորականների էր հրավիրել մեր երկիր` անհրաժեշտ է ամրապնդել հայ-ռուսական խաթարված հարաբերությունները: Պետք է սերտացնել նաև հայ-ֆրանսիական, հայ-ամերիկան հարաբերությունները: Իսկ դրա համար, նորից կրկնեմ, մենք պիտի մեր թևերը քշտենք ու եռանդուն աշխատել սովորենք:Արա Ալոյան",Հարցազրույցներ
 ,Հարցազրույցներ
"Խոսելով հայկական Սփյուռքի ընդհանուր մարտահրավերների մասին, Հայաստան-Սփյուռք՝ վերջին շրջանում ոչ դյուրին, ինչ-որ առումով՝ խզված հարաբերությունների մասին, այդուհանդերձ, անկարելի է չանդրադառնալ հայապահպանության խնդիրներին․ աշխարհի հայաշատ գաղութներում, ցավոք, տարեցտարի փակվում են հայկական կրթօջախները, որոնք օտար ափերում հայի ինքնության թերևս եզակի ամրոցն են։ Ո՞րն է սրա պատճառը և ինչպե՞ս պայքարել այդ համազգային սպառնալիքի դեմ։«Ինքնության պահպանումը մեր հիմնական  մարտահրավերն է դարձել այսօր Սփյուռքի մեջ: Չնայած առկա խնդիրներին, մտահոգիչ երևույթներին, պետք է նշեմ, որ մեր եկեղեցին,  քաղաքական հոսանքները, բարեսիրական և  մարզական, կրթական, մշակութային կազմակերպություններն ահռելի աշխատանք են կատարում այս ուղղությամբ»,-ԼՈՒՐԵՐ․com-ի հետ զրույցում նշեց «Yerepouni Daily News» օրաթերթի հիմնադիր, գլխավոր խմբագիր (Լիբանան) Ահարոն Շեքերդեմյանը։Սփյուռքահայ մտավորականի կարծիքով, լեզվի պահպանումը, մշակույթի պահպանումը, հայկական  ինքնության  պահպանությունն ավելի արդյունավետ և նպատակային կարող է դառնալ Սփյուռք-Հայաստան փոխհարաբերությունների սերտացմամբ:  «Դժբախտաբար, Սփյուռք-Հայրենիք   փոխհարաբերություններն այսօր չեն գտնվում ակնկալված մակարդակի վրա:  Պետք է ընդունել բացթողումները, անկեղծ երկխոսություն վարել:  Մի' մոռացեք, Սփյուռքն ապրում է հայրենիքի  նվաճումներով և՝ հակառակը: Ասելիք, օրակարգեր և առաջարկություններ  շատ կան այս ուղղությամբ»,-ընդգծեց մեր զրուցակիցը:Շեքերդեմյանը հավատացած է՝ օրվա հրամայականն է՝ Սփյուռքը՝ հայրենիքին, հայրենիքը՝ Սփյուռքին, դերերի հստակ բաշխումով և պարտականությունների հստակեցմամբ։ ",Հարցազրույցներ
"«Պարտականությունների և պարտավորությունների հստակեցումը լավագույն դեղամիջոցը կարող է դառնալ հայապահպանության համար»,- եզրափակեց նա:Զրուցեց՝ Արա Ալոյանը",Հարցազրույցներ
"«Մենք ունենք մի շարք  լուրջ հարցեր՝ պատերազմ, դրան Թուրքիայի մասնակցություն, Թուրքիայի կողմից մեզ ուղղված անհիմն բազմաթիվ մեղադրանքներ, ու այս կոնտեքստում  առաջին զանգողը պետք է  Էրդողանը լիներ»,-հայ-թուրքական հարաբերությունների  վերջին զարգացումների մասին  ԼՈՒՐԵՐ.com-ի հետ զրույցում   նշեց  թուրքագետ Անդրանիկ Իսպիրյանը:",Հարցազրույցներ
"-Պարո′ն Իսպիրյան,  ՀՀ վարչապետ  Նիկոլ Փաշինյանի  երեկվա հեռախոսազանգը Թուրքիայի նախագահ Ռեջեփ Թայիբ Էրդողանին, շնորհավորանքը,  քննարկումների առիթ տվեց: Ինչպե՞ս կգնահատեք այն՝ որպես Թուրքիայի հետ հարաբերություններ հաստատելու դիվանագիտական քայլ: ",Հարցազրույցներ
"-Նիկոլ Փաշինյանն ընդամենը փորձում էր 44-օրյա պատերազմից հետո կարգավորել Թուրքիայի հետ հարաբերությունները: Ինչպես  Վրաստանի վարչապետի խոսքից  հասկացանք՝ Փաշինյանը  ցանկանում էր հանդիպում կամ հեռախոսազրույց ունենալ Էրդողանի հետ,  և այս տոնը՝ Քուրբան Բայրամը, առիթ հանդիսացավ, որպեսզի նա  զանգահարի Թուրքիայի նախագահին ու  շնորհավորի՝ ստեղծելով առաջին կոնտակտը  նրա  հետ:",Հարցազրույցներ
"Դա ընդամենը քաղաքավարական հեռախոսազանգ էր  և հարաբերությունների կարգավորման համար որևէ դրական կամ բացասական  նշանակություն, բնականաբար, չի կարող ունենալ.  Թուրքիան հարաբերությունների կարգավորման գործընթացը տանում է այնպես, ինչպես իր երկրի շահերն են պահանջում, այլ ոչ թե այն իրողությամբ, թե ով է իրեն զանգահարում: ",Հարցազրույցներ
-Արդյոք ճի՞շտ էր Փաշինյանի՝  նախաձեռնողականություն դրսևորելը:,Հարցազրույցներ
"-Ճիշտն ասած՝   ես  դա չեմ հասկանում: Ընդհանրապես, նորմալ է զանգելը, շնորհավորելը,  դա ամբողջ աշխարհում ընդունված  դիվանագիտական, քաղաքավարական էթիկա է, մեկը պետք է աներ այդ քայլը, ուղղակի մենք ունենք մի շարք  լուրջ հարցեր՝ պատերազմ, դրան Թուրքիայի մասնակցություն, Թուրքիայի կողմից մեզ ուղղված անհիմն բազմաթիվ մեղադրանքներ ու այս կոնտեքստում  առաջին զանգողը պետք է  Էրդողանը լիներ:  Դա ավելի ընդունելի կլիներ:",Հարցազրույցներ
"-Ինչպե՞ս կբացատրեք այն երևույթը,  որ Հայաստանի և Թուրքիայի ներկայացուցիչները հանդիպում  են երրորդ երկրներում:",Հարցազրույցներ
"-Հաշվի առնելով  տարածաշրջանում  առկա քաղաքական  իրողությունները  և այն հանգամանքը, որ  մեր դիվանագիտական բլոկը այս ուղղությամբ բավականին պասիվ է ու պրոֆեսիոնալ չի գործում,  գոնե երրորդ երկրներում հանդիպելն  ապահովագրում է հնարավոր սխալներից:  Իհարկե, ճիշտ կլիներ Երևանում և Անկարայում հանդիպելը, բայց հարց է, թե որքանով կարող ենք այդ պարագայում բանակցություններն այնպես վարել, որ  դրանք մեր նկատմամբ չլինեն  ճնշում, և Հայաստանը ստիպված լինի ինչ-ինչ զիջումների գնալ:  Կարծում եմ՝ երրորդ երկրներում հանդիպումներն այս պահին այս բանագնացով  լավագույն լուծումն է:",Հարցազրույցներ
-Թուրքիայի հետ առանց նախապայմանների հարաբերությունները  ռոմանտիկ գաղափար չէ՞:,Հարցազրույցներ
"-Դեռ չկան նման հարաբերություններ, Թուրքիան Հայաստանի հետ հարաբերությունները անպայմանորեն  կապում է Ադրբեջանին հետ. առանց նախապայմանների ասվածն  ընդամենը հայտարարություն է:  Նրանք ասում են՝  առանց նախապայմանների, բայց մենք ամեն ինչ  համաձայնեցնում ենք Ադրբեջանի հետ,  սպասում ենք, որ Հայաստանի և Ադրբեջանի միջև կնքվի  խաղաղության համաձայնագիր,  լավ կլինի Հայաստանը հրաժարվի ցեղասպանության պնդումներից, Կարսի պայմանագիրը ճանաչվի: Այս բայցերի պարագայում չենք կարող խոսել առանց նախապայմանների հարաբերությունների հաստատման մասին: Հարցազրույցներից մեկում մեր բանագնացը խոստովանեց, որ  Թուրքիան, ի վերջո, առանց նախապայմանների չի առաջնորդվում, փորձում է կապել կրկին Ադրբեջանի կամ այլ գործոնների հետ:  Թուրքիան  համաձայնել է այդ տեսակետին, որպեսզի Հայաստանին, այսպես ասած, «չխրտնեցնի», և Հայաստանը շարունակի իր գործընթացը:",Հարցազրույցներ
-Ո՞րն է մեր շահը այս ամենի մեջ:,Հարցազրույցներ
"-Ընդհանրապես, նորմալ է, որ Հայաստանը  ճիշտ հարաբերություններ կառուցի  բոլոր հարևանների հետ, այդ թվում՝ Թուրքիայի: Մեր շահը կլինի այն, որ Թուրքիայի հետ ունենանք Հայաստանի շահերից բխող հարաբերություններ, մեր շահերը  ճիշտ սպասրկվեն:  Այսօր աշխարհաքաղաքական իրավիճակը շատ բարդ է, մեր տարածաշրջանում շախմատային բարդ կոնֆիգուրցիաներով պարտիաներ են ընթանում  և  Հայաստանին պետք են  պրոֆեսիոնալ մասնագետներ այդ գործընթացներով  անվտանգ անցնելու համար: ",Հարցազրույցներ
-Իշխանության թիմում կա՞ն նման մասնագետներ:,Հարցազրույցներ
"-Ես չեմ տեսնում, բայց հուսով եմ, որ կհայտնվեն:",Հարցազրույցներ
                                                                                                                                         ,Հարցազրույցներ
Սուսաննա Թամազյան,Հարցազրույցներ
 ,Հարցազրույցներ
"ԼՈՒՐԵՐ.com -ը զրուցել է երիտասարդ ու սիրված երգիչ Սարգիս Եղիազարյանի հետ, որը հանդիսատեսին ավելի հայտնի դարձավ իր սիրային երգերի շնորհիվ: Երգչի հետ զրուցել ենք նրա կրթության, Youtube-ի արծաթե կոճակին արժանանալու, առաջիկա պլանների և մի շարք այլ հարցերի վերաբերյալ:",Հարցազրույցներ
"Սարգիս, Ձեր հարցազրույցներից մեկում նշել եք, որ հայրենիքում կոնսերվատորիա չեք ընդունվում, որովհետև Ձեր միտքն ու ցանկությունը Գերմանիայի կոնսերվատորիան է։ Արդյո՞ք ինչ-որ քայլ ձեռնարկել եք այն իրագործելու համար:",Հարցազրույցներ
"- Սովորել եմ Ռոմանոս Մելիքյանի անվան երաժշտական քոլեջում՝ դասական վոկալ բաժնում։ Իմ դասախոսների երերազանքն էր կրթությանս շարունակությունը տեսնել Գերմանիայում, երևի թե հենց այդտեղից էլ առաջացել է այնտեղ սովորելու ձգտումս։ Սակայն այսօր կատարվել է մեկ այլ երազանք, որի մասին այն ժամանակ չեմ բարձրաձայնել՝ լինել հայկական էստրադայի մասնիկ, երգիչ, երգել հայկական-ժողովրդական երգեր: Այսօր քիչ թե շատ հասել եմ դրան, և Գերմանիայում դասական վոկալ սովորելու  երազանքս փոքր-ինչ անտեսվել է: Բայց ինչպես երկրից դուրս սովորելը, դասական վոկալին վերադառնալը, այնպես էլ մի շարք այլ երազանքներ, վստահ եմ՝ մի օր իրականանալու են: ",Հարցազրույցներ
"Ձեր երգացանկում գերակշռում են ռոմանտիկ երգերը, քանի որ դրանց երաժշտության հեղինակը Դուք եք, հնարավո՞ր է դրանք նվիրված են կոնկրետ մեկ անձի և դրանցում արտացոլված են Ձեր ապրումները։",Հարցազրույցներ
"- Ճիշտ եք, ռոմանտիկ երգերն իմ երգացանկում գերակշռող են, որոնցից մի մասի հեղինակը ես եմ: Դրանք գրվել են իմ կյանքի տարբեր պայմաններում ու փուլերում: Երգերիս մեջ անկեղծ եմ, որովհետև դրանցում արտացոլված են այդ պահի ապրումներս: Թեև իմ երգացանկում շատ են ռոմանտիկ երգերը, սակայն դա չի նշանակում, որ սահմանափակվում եմ միայն այդ ոճով։ Առաջիկայում ներկայացնելու եմ  պարային և հայկական ժողովրդական երգեր: ",Հարցազրույցներ
Երկար ժամանակ է պահանջվում արտիստներից Youtube-յան ալիքում հավաքել 100 000-ից ավելի հետևորդ և արժանանալ արծաթե կոճակի։ Ձեզ կարճ ժամանակահատվածում հաջողվեց հասնել դրան։ Կասեք՝ ինչպե՞ս ստացվեց։ ,Հարցազրույցներ
"- YouTube-ն այն հարթակն է, որը հնարավորություն է տալիս քո երգերը մատուցել և շուտ հասցնել հանդիսատեսին: Երաժշտական գործունեությունս սկսելիս իմ առջև երբեք խնդիր չեմ դրել հավաքել հետևորդներ կամ հետևել թվերին, բայց, փառք Աստծո, ստացվեց այնպես, որ կարճ ժամանակում ինձ հաջողվեց ունենալ 100.000 հետևորդ։ Երբ YouTube-ից նամակ ստացա և տեղեկացա, որ արժանացել եմ արծաթե կոճակի, նույնիսկ անակնկալի եկա, քանի որ զբաղվածությանս պատճառով բավականին երկար ժամանակ չէի հետևում թվերին: Բնականաբար, անչափ հաճելի էր, ինչի համար շնորհակալ եմ նաև իմ հադիսատեսին, հետևորդներին, որովհետև այդ կոճակն իրենց շնորհիվ ձեռք բերված հաղթանակներից մեկն է: ",Հարցազրույցներ
"Սարգիս, Ձեր տեսահոլովակներից մի քանիսը նկարահանել է ռեժիսոր, նաև Ձեր մենեջեր Սյոմա Կոդաբաշյանը։ Նախ ինչպե՞ս ստացվեց Ձեր համագործակցությունը։ Արդյո՞ք հեշտ է աշխատել նրա հետ որպես ռեժիսոր, թե որպես մենեջեր։ ",Հարցազրույցներ
"- Սյոմայի հետ մտերիմ ընկերներ ենք դեռ 2014թ-ից, բայց առաջին համագործակցությունը որպես ռեժիսոր եղել է 2019-ին «Քեզ գտա» տեսահոլովակի նկարահանման նպատակով։ Դրանից հետո արդեն Սյոման հանդիսացավ իմ մենեջերը: Ինչ վերաբերում է՝ ինչպիսին է նա որպես մենեջեր և ռեժիսոր, ապա դրանք տարբեր աշխատանքներ են: Ռեժիսորի աշխատանքում ստեղծագործական պրոցեսում ենք լինում, լրիվ այլ շփման մեջ, իսկ մենեջերի աշխատանքը, կարծում եմ, ավելի պատասխանատու է և զգոնություն պահանջող: Կարող եմ ասել, որ երկու դեպքում էլ համատեղ աշխատանքը հիանալի է ստացվում և առանց կոնֆլիկտների: ",Հարցազրույցներ
Ձեր ուժերը փորձեցիք նաև հեռուստասերիալներում։ Ինչպե՞ս կարողացաք առանց դերասանական կրթություն ունենալու մարմնավորել ոչ այնքան երկրորդական կերպարներ։ Արդյո՞ք հեռուստադիտողը Ձեզ կրկին կտեսնի հեռուստասերիալներում:,Հարցազրույցներ
"- Այո՛, առաջարկը ստացել եմ ռեժիսոր Ելենա Արշակյանի կողմից, նկարահանվել եմ Հայաստանում ամենառեյտինգային «Պատվից առավել» և «Աղթամար» հեռուստասերիալներում: Առաջարկը ստանալիս, իհարկե, մտածում էի` համաձայնե՞լ, թե՞ ոչ, քանի որ մեծ պատասխանատվության զգացում կար, բայց միաժամանակ հետաքրքրություն և ցանկություն ունեի փորձել ինձ նաև այդ ոլորտում։ Ասել, թե երգարվեստը դերասանական արվեստից ծայրահեղ տարբեր է, սխալ կլինի, քանի որ թե՛ երգիչը, թե՛ դերասանն արտիստներ են: Պարզապես երկու դեպքում էլ պետք է ճիշտ ներկայանալ՝ մարմնավորելով տարբեր կերպարներ, որոնք կարող են խորթ լինել քեզ: Որպես դերասան ներկայանալու շատ առաջարկներ կան, բայց, զբաղված լինելով երգարվեստով, առայժմ բոլոր առաջարկներից հրաժարվել եմ, հետոն՝ չգիտեմ, չեմ ուզում խոստանալ: ",Հարցազրույցներ
"Դերասան, երգիչ, թե ստեղծագործող, որը՞ կընտրեիք որպես մասնագիտություն ամբողջ կյանքի համար:",Հարցազրույցներ
"- Գիտեք, ես այն մարդկանցից եմ, որը համարում է՝ մարդ չի կարող տարբեր ոլորտներում լինել լավագույնը։ Հետևաբար, ինձ համար ավելի կոմֆորտ է երգիչ-ստեղծագործողի աշխատանքը: Ես կատարում եմ ոչ միայն իմ, այլև շատ այլ կոմպոզիտորների, տարբեր հեղինակների գրած երգերը: ",Հարցազրույցներ
2021-ը ստեղծագործական բուռն տարի էր Ձեզ համար։ Ի՞նչ սպասել 2022-ին։ ,Հարցազրույցներ
"- Այո՛, 2021-ին մենահամերգներ ունեցա Երևանում և մարզերում: Շնորհակալ եմ ինքս ինձ այն առումով, որ կարողացա հանդիսատեսիս ցանկությունները կատարել ու սպասելիքները ինչ-որ չափով արդարացնել: 2022-ի նախագծերի մեջ մտնում է ավելի ընդարձակել սահմանները և ներկայանալ ՀՀ-ից դուրս ապրող հայ հանդիսատեսին: Ինչ վերաբերվում է նոր երգերին և տեսահոլովակներին, ապա ասեմ՝ տարին արդեն իսկ սկսել եմ նոր տեսահոլովակով: Ունեմ նաև նոր երգեր, որոնք  նույնպես կհանձնեմ հանդիսատեսի դատին։ Ինչպես ասում են՝ Աստված առաջ:",Հարցազրույցներ
«Հրապարակ»-ը գրում է.,Հարցազրույցներ
Հայաստանյայց առաքելական եկեղեցու Լատվիայի թեմի հոգեւոր սպասավոր տեր Խոսրով քահանա Ստեփանյանը վերջերս հայտնվել է քննադատությունների թիրախում՝ Տիկ Տոկում ծավալած գործունեության համար։ Մեր հարցազրույցն այդ գործունեության շուրջ է։,Հարցազրույցներ
"- Տեր Հայր, վերջերս համացանցում բուռն քննարկվում են սոցիալական հարթակներում Ձեր տեսագրությունները: Ոմանք դրական են վերաբերվում դրանց՝ զվարճալի, արտասովոր, նորարարական են համարում, իսկ ոմանք քննադատում են, դժգոհում: Ինչպե՞ս որոշեցիք սոցհարթակներում այդքան ակտիվ լինել:",Հարցազրույցներ
"- Մարդկության ամբողջ պատմության ընթացքում իշխող են եղել խոսքի փոխանցման, շփման տարբեր մեթոդներ: Համայնքային վաղ փուլերում մարդիկ հավաքվել են հրապարակներում և լսել խոսնակին, այնուհետև մարդիկ հավաքվել են թատրոններում, եկեղեցիներում, իսկ գրավոր խոսքի, տպագրության զարգացման հետ զուգահեռ, իշխող է դարձել տպագիր մամուլը և այլ գործիքներ, այնուհետև` ռադիոն, հեռուստատեսությունը և հիմա էլ` համացանցը և սոցկայքերը: Եկեղեցին միշտ օգտվել է խոսքի փոխանցման նոր գործիքներից: Այդ միջոցի անհրաժեշտությունը ես հատկապես զգացի, երբ համավարակի ընթացքում ստիպված էի ֆիզիկապես չհանդիպել հավատացյալներին: Հայաստանում ապրող մարդկանց համար երևի դժվար է պատկերացնել բալթյան երկրներում, մասնավորապես՝ Լատվիայում սահմանված հակահամաճարակային միջոցառումների խստությունը: Շուրջ 3 ամիս հաստատված էր պարետային ժամ, և որևէ մեկը իրավունք չուներ եկեղեցի գալու՝ դրա համար սահմանված էր մեծ տուգանք և՜ հավատացյալին, և՜ եկեղեցուն, արգելված էին անգամ տնայցերը և առհասարակ յուրաքանչյուր հավաք: Այս նախաձեռնությունը ծնվեց կենսական անհրաժեշտությունից՝ շարունակելու մարդկանց փոխանցել Աստծո խոսքը և եկեղեցու ավանդույթները: Սա է հիմնական պատճառը, որ բալթյան երկրների հայոց թեմի առաջնորդ՝ Գերշ. Տ. Վարդան եպս. Նավասարդյանի օրհնությամբ ձեռնամուխ եղա այս գործին:Ինչ վերաբերում է դժգոհություններին, իհարկե, ինչպես յուրաքանչուր խոսք, իմն էլ կարող է ոմանց դուր գալ, իսկ ոմանց՝ հակառակը: Սա նման քարոզչության իմ առաջին փորձն էր, թերևս եղել են որոշակի սայթաքումներ, որոնք հանրության կողմից բացասական են ընկալվել, ինչի համար ես խորապես ցավում եմ: Սակայն յուրաքանչյուր գործընթաց հղկվում է փորձով: -Սոցիալական հարթակներում քիչ չեն հոգևոր բովանդակությամբ էջերը, որոնք վարում են նաեւ հոգևորականները, սակայն քչերն են նման քանակի դիտումներ, կիսումներ և հաջողություն ունենում՝ ինչպես Դուք: Մինչեւ 300 հազար դիտում ունեք՝ կարծեմ։ Ո՞րն է Ձեր հաջողության գաղտնիքը: -Այստեղ որևէ գաղտնիք չկա: Յուրաքանչյուր տեսագրություն պատրաստելու համար ջանք և աշխատանք է տարվում: Մենք մտածում ենք հնարավորինս մատչելի և հետաքրքիր տեսագրություններ պատրաստելու մասին, որոնք իրենց մեջ կկրեն նաև ուսուցողական, ինֆորմատիվ բնույթ: Իհարկե, օգտագործում ենք նաև այդ շրջանակներում հայտնի երաժշտական ստեղծագործություններ, որոնք չափազանց տարբերվում են եկեղեցական և ազգային երաժշտությունից, սակայն միևնույն ժամանակ գրավում են ժամանակակից հնչողությունների սիրահարներին:",Հարցազրույցներ
"Շատերը, օրինակ, անծանոթ են քահանայական զգեստներին, որոնք մեր եկեղեցական ավանդության կարևոր մասն են: Յուրաքանչյուր նման տեսանյութ ունի իրեն ուղեկցող պարզաբանող հատված, որը, ցավոք, չի շրջանառվում այլ սոցկայքերում: Միևնույն ժամանակ թրենդային տեսանյութերը ունեն իրենց հատուկ կանոնները՝ հստակ տևողություն և ձևաչափ: Մարդիկ հաճախ թյուրիմացության մեջ են ընկնում՝ ենթադրելով, որ ես անհարգալից եմ վերաբերվում քահանայական զգեստներին կամ Սուրբ Գրքին, սակայն այդ կարծիքները արդյունքն են ընդհանուր պատկերը չտեսնելու, որովհետև իմ յուրաքանչյուր տեսանյութ ունի իր բացատրությունը: Մենք փորձում ենք համադրել անխոս տեսագրությունները և բովանդակային համառոտ խոսքը, որպեսզի ընկալվի վերջնանպատակը: -Դատելով տեսագրություների բովանդակությունից, կարելի՞ է ենթադրել, որ դրանք նախատեսված են հատկապես երիտասարդ լսարանի համար: -Սոցիալական կայքերում գրանցված են և օգտագործում են տարբեր տարիքային խմբեր, որոնք հաճախ հավասարապես անտեղյակ են Հայ Եկեղեցու ավանդույթից և քրիստոնեական ճշմարտությունից: Մենք փորձում ենք հետաքրքրել բոլորին, որպեսզի մեր տեսագրությունները առիթ հանդիսանան եկեղեցին և քրիստոնեությունը ճանաչելու:Ես իրապես տեսնում եմ այդ արդյունքը, որովհետև նամակներ եմ ստանում աշխարհի տարբեր ծայրերից՝ դեռահասներից մինչև հասուն մարդիկ ինձ դիմում են խորհրդի ակնկալիքով: Սա լավագույն գնահատականն է իմ արածի, քանի որ իմ նպատակը մարդկանց հետաքրքրելն է, բայց ոչ ինձնով, այլ՝ քրիստոնեությամբ, Հայ Եկեղեցով: Հազարավոր նամակները և հարցադրումները այդ հետաքրքրության վառ ապացույցն են:",Հարցազրույցներ
-Ինչպե՞ս են Ձեր գործունեությանը վերաբերվում հավատացյալները և հոգևորականները:,Հարցազրույցներ
"-Դժվար է միանշանակ և ընդհանրական պատասխան տալ: Մարդկանց պատկերացումները տարբեր են: Ոմանք դեռևս չեն ընդունում, որ սոցիալական հարթակները լայն հնարավորություն են տալիս շփվելու մարդկանց հետ և ասելիք փոխանցելու, անկախ նրանց գտնվելու վայրից: Իրականում, ամենակարևորը սեփական ընկալումն է, երբ գործիքը գերագնահատում են, գործը կիսատ է մնում, որովհետև մարդն է, որ այն օգտագործում է: Խոսքի տարածման որևէ միջոց չի կարող մեղավոր կամ անմեղ լինել, այդ իսկ պատճառով կարևոր է, թե ինչպես ես դու վերաբերվում դրան:",Հարցազրույցներ
-Ի՞նչ կասեք Ձեզ քննադատողներին:,Հարցազրույցներ
"-Ես շատ ուրախ եմ, որ մարդկանց հետաքրքրում է իմ գործունեությունը, և ըմբռնումով եմ մոտենում յուրաքանչյուր բովանդակային քննադատության: Փառք Աստծո, այսօրվա տեղեկատվական հարթությունը մարդկանց լայն հնարավորություններ է ընձեռում` ծանոթանալ Աստծո խոսքին՝ սեփական ընկալումներին և ճաշակին համաձայն ձևերով: Տեղեկատվական բազմազանության մեջ ես առաջարկում եմ իմ տարբերակը և ցանկանում եմ, որպեսզի մարդիկ սոցկայքերը օգտագործեն ոչ միայն անպտուղ ժամանցի, այլև հոգևոր լիցքեր ստանալու, եկեղեցում իրենց ներկայությանը կամ բացակայությանը ևս մեկ անգամ անդրադառնալու համար:",Հարցազրույցներ
"Վարդենիսում այսօր` հունվարի 4-ին,  տեղի է ունենալու  նորընտիր համայնքապետի երդմնակալության արարողությունը:",Հարցազրույցներ
"Վարդենիսի համայնքապետարանի բակում տեղի ունեցավ «Միասնական Վարդենիս» և «Ահարոն Խաչատրյան»  ընդդիմադիր կուսակցությունների կողմից ընտրված համայնքապետ Ահարոն Խաչատրյանի երդման արարողությունը, համայնքապետարանի շենքի մոտ ոստիկանական ուժեր էին կուտակվել, որոնք թույլ չէին տալիս ավագանու անդամներին, այդ թվում՝ ընդդիմադիր Ահարոն Խաչատրյանին, որն ընտրվել է որպես համայնքապետ, մուտք գործել աշխատանքի վայր:",Հարցազրույցներ
"Ոստիկանության ծառայողները պարզաբանել են, թե հայցադիմում կա ներկայացված Վարչական դատարան, որով վիճարկվում են ընտրությունների արդյունքները: Փաստաբան Վարազդատ Հարությունյանը լրագրողների հետ զրույցում նշեց, որ 2021 թվականի դեկտեմբերի 30-ին Վարդենիսի ավագանին անցկացրել է առաջին նիստը, որի ընթացքում կայացվել է երեք որոշում, որոնցից մեկով ընտրվել է համայնքապետ և նշանակվել է երդմնակալության արարողություն:",Հարցազրույցներ
Ընդդիմությունը որոշում է կայացրել երդման արարողությունը անցկացնել բակում:,Հարցազրույցներ
"Դեկտեմբերի 5-ին կայացած ՏԻՄ ընտրություններում այս համայնքում «Քաղաքացիական պայմանագիր» կուսակցությունը ստացել էր 13 մանդատ, «Ահարոն Խաչատրյան» դաշինքը՝ 10, «Միասնական Վարդենիս»-ը՝ 4 մանդատ: Ընդդիմադիր ուժերն ընտրություններից հետո կոալիցիա կազմելու հուշագիր էին ստորագրել և համայնքապետ ընտրել Ահարոն Խաչատրյանին:",Հարցազրույցներ
"Թալինի ավագանու նիստում «Քաղաքացիական պայմանագիր» կուսակցությունն առանց խմբակցություն ձևավորելու առաջադրեց համայնքապետի թեկնածու, ինչն անօրինական է։ Այս մասին այսօր՝ դեկտեմբերի 17-ին, լրագրողների հետ զրույցում ասաց «Զարթոնք» կուսակցության անդամ Մնացական Մնացականյանը։",Հարցազրույցներ
